status,possession,name,price_per_sqft,unit_type,about_project,Project_specifications,link,pro_detail,about_builder,project_price,proj_plan,price_range,data,project_overview
Ready To Move,,Coral Gardens,,,"
                    Coral Gardens is a residential development Coral Group. The project offers apartments which are well equipped with all the modern day amenities and basic facilities. Round the clock security facility is also available.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/coral-gardens-yelahanka-bangalore-north-npxid-r38790?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,"From last 17 years, Coral Group is a progressive Multi-Venture activity group engaged with several businesses such as Investments, Paper, Stationary, Cement, Automobile Accessories etc. Looking towards the bright projections in Real Estate segment, the group modification initiated with Residential constructions in the year 2000. It is backed with around 25 high-end residential projects in Jaipur, Jodhpur, Udaipur and Bikaner and soon planning to launch projects globally. The Group is known as Realty leader is proud lobe at one of the top,From last 17 years, Coral Group is a progressive Multi-Venture activity group engaged with several businesses such as Investments, Paper, Stationary, Cement, Automobile Accessories etc. Looking towards the bright projections in Real Estate segment, the group modification initiated with Residential constructions in the year 2000. It is backed with around 25 high-end residential projects in Jaipur, Jodhpur, Udaipur and Bikaner and soon planning to launch projects globally. The Group is known as Realty leader is proud lobe at one of the top realtor in Rajasthan is real estate with its dependence on the traditional family of Architects, Engineers, Designers and its versatile relationship with all those business associates who have strived hard to compliment substantial Sales derivations.  Coral Group withstands the traditional motto to impart the best in terms of eminence construction and the best of homes with a value addition to offer attractive returns to the investors and as well as the end user. The group has successfully delivered several projects such as Coral Studio, Coral Radha Krishna and Coral Soccer Bikaner.",{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Bhumi Venus Gateway,,Residential  Land,"
                    Rising tall above 10 acres of fresh greenscape, ""Bhumi`s Venus Gateway"" comprises of 119 plots spread across vast greenery in midst of nature that reach out into the clouds. Through what we call ?Artitecture?, the Layout presents itself as a bold metaphor of new-age design an architectural piece de resistance guaranteed to catch the eye. Space and Seamlessness are the guiding principles behind the layout of every home at ""Bhumi`s Venus Gateway"".,
,
Project Details,
Total Area of Project:	       9 Acres 16 Guntas ,
No. of units in Project:	      119 units,
Percentage of Open Space:	      55%,
Launch Date:	1 Dec 2013,
Commercial Complex:	Yes,
Current Construction Status as on March 2014:	Ready to Move in , Project is ready for registration and ready to move-in with 14 houses already being built in layout .,  ,
,
            ,
            ,Total Project Area:,
            ,9.00 Acres (55%),
        ,  
     
                ,
            ,Project Details:,
            ,119 Units ,
        ,  
                ,
            ,Configurations:,
            ,Land            ,
        ,
            ,
, ,
     
                ",,https://www.99acres.com/bhumi-venus-gateway-doddaballapur-bangalore-north-npxid-r22808?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price on Request,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ","{u'Open Area:': u'55%', u'No. of Units:': u'119 Units', u'Total Project Area:': u'9.00 Acres'}"
Ready To Move,,Civic Classic,,,"
                    Civic Classic is a residential project located at Yelahanka, Bangalore.This project has spaciously built and vaastu compliant 3BHK apartments which are ready to move in. Basic facilities such as power backup, maintenance staff and security are available. Modern comforts are included too. Interiors are excellent with tiled flooring and granite top in kitchen. Connectivity is easy with NH-7 nearby.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/civic-classic-yelahanka-bangalore-north-npxid-r55556?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Krishna Hillside Meadows,,,"
                    Krishna Hillside Meadows is a residential development. This is one of the completed projects of Krishna Enterprises. The project has a thoughtful design and is well equipped with all the modern day amenities as well as basic facilities.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/krishna-hillside-meadows-yelahanka-bangalore-north-npxid-r38346?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,Completed : May 2013,Aishwarya Aero Royal,,,"
                    Aishwarya Aero Royal is a ready to move in residential project comprising of residential plots including basic amenities such as gymnasium, garden, swimming pool, security, indoor games and club house.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/aishwarya-aero-royal-doddaballapur-bangalore-north-npxid-r55480?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,S V Farms,,,"
                    S.V. Farms is a popular residential development in Doddaballapur, Bangalore. The project, located just behind the famous Nandi Hills, offers plots with bountiful greenery around. It is 30 minutes drive to the international airport. Various amenities like over head water tank, underground cabling and well developed landscaped parks will ensure maximum comfort.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/s-v-farms-doddaballapur-bangalore-north-npxid-r56870?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,VG Apartments,,,"
                    VG Apartments is a residential property located in Yelahanka, Bangalore. The property is designed beautifully and also fitted with basic interiors. Schools, banks, hospitals, public parks, main road and other recreational zones.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/vg-apartments-yelahanka-new-town-bangalore-north-npxid-r57324?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Unnati Sukruti Gardenia,,,"
                    Sukruti Gardenia is a residential project by Unnati Group at Doddaballapur, Bangalore. With rich natural beauty, this project is located at IVC Road. This project has BIAAPA Approval. It is comprised of 314 Villa Plots spread across 36 acres of land. This project is located on 300 feet road and just 5 Km from the NH-7 Highway, 8 km from International Airport.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/unnati-sukruti-gardenia-doddaballapur-bangalore-north-npxid-r57098?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,"The journey of Unnati Group started in 2002 with an aim to provide livelihood and affordable dream house and since then Unnati Group is a well-known and trusted name in realty world of Jaipur. With an experience of more than 15 years, till now it has successfully delivered projects over 1.5 million sq. ft. of land. The innovation, understanding customers need and impeccable track record of timely delivery of projects has made the group to stand out the best. Through the years, the group follows the principles of quality, integrity and,The journey of Unnati Group started in 2002 with an aim to provide livelihood and affordable dream house and since then Unnati Group is a well-known and trusted name in realty world of Jaipur. With an experience of more than 15 years, till now it has successfully delivered projects over 1.5 million sq. ft. of land. The innovation, understanding customers need and impeccable track record of timely delivery of projects has made the group to stand out the best. Through the years, the group follows the principles of quality, integrity and commitment. With an objective to redefine standard of living and maintaining the finest standards, Unnati Group has successfully delivered several outstanding residential projects such as Unnati Villas, Unnati Apartment, Unnati Tower, Bajrang Bali Tower, Unnati Safire and more.",{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Sriya Paradise,,,"
                    Sriya Paradise is a residential project at Yelahanka, Bangalore. This project has 2BHK and 3BHK apartments. Project has power backup, maintenance staff and security. Interiors are modern with high quality fittings. Play area is available. Good location gives easy access to schools, hospitals and major city areas.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/sriya-paradise-yelahanka-bangalore-north-npxid-r56998?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Kiran Spanish Fiesta,,,"
                    Spanish Fiesta is a luxurious project developed by Kiran and Kashi Constructions located at Bangalore. The project offers 3 BHK villas with basic amenities . The project is based at a prime location and is within easy access to major schools, banks, restaurants, shopping malls and hospitals.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/kiran-spanish-fiesta-doddaballapur-bangalore-north-npxid-r57054?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,MS Green Earth,,,"
                    MS Green Earth is a residential project of MS Ventures that is located in Doddaballapur, Bangalore. It offers residential plots and villas with modern amenities like 24-hour security, children's play area and park for the comfort of residents.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/ms-green-earth-doddaballapur-bangalore-north-npxid-r61103?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Maple Blue Valley,,,"
                    Maple Blue Valley is a ready to move in residential project located at Bangalore. The project offers residential plots including basic amenities. The project is at a prime location with connectivity to major schools, hospitals and banks.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/maple-blue-valley-doddaballapur-bangalore-north-npxid-r61921?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Ready To Move,,Zain Gardens,,,"
                    Zain Gardens is a ready to move in residential project developed by Zain Properties located in Bangalore. It offers residential plots including basic amenities such as garden, play area and 24 hour backup. The project is at a prime location and is well connected to major schools, hospitals and banks.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/zain-gardens-doddaballapur-bangalore-north-npxid-r63393?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
Under Construction,Possession : Jun 2018,BCD Paradiso,,,"
                    BCD Paradiso is a residential project of BCD India that is located in Yelahanka. The project consists of phases - BCD Paradiso and BCD Paradiso Phase 1. It offers 1BHK, 2BHK, 3BHK and 4BHK apartments with all the basic amenities like swimming pool, garden, play area, club house, community hall and parking area to facilitate the life of residents.,  ,
,
     
                    ,
, ,
     
                ",,https://www.99acres.com/bcd-paradiso-yelahanka-bangalore-north-npxid-r80804?src=NPSRP&sid=UiB8IFFTIHwgUyB8IzI3IyAgfCBOUFNFQVJDSCB8IDcyMDUyNTUyMjAyNDU1MjIgfCM0IyAgfCAyMSM1IyB8IDI1NyB8IDIzICM0MCN8ICA=,,,{},,Price Not Available,"
                        ,
,
,
    , 
    ,   Loading Amenities... 
    ,
,                        ",{}
