Project_name,project_by,location,Super Built Area,Price Range,Price Per Sq Ft,Description,Project Status,possession_date,Bedrooms,units,towers,unit_price,rera_no,lat_lng
"
Vinayaka Nivas
",,"
in Uttarahalli
, Bangalore
","1390
sqft","₹
58.4 Lac","₹
4,201 per
sqft","
Description:


The Home has 2 furnished bathroom and also has 2 balconies. It lies on 2nd floor of the 4 floors and is well ventilated. It is a 3 bed room flat located in Vinayaka Nivas, Uttarahalli. It measures 1390 Sq-ft of usable area.  



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",,,"(2 BHK Flat->1060 sqft), (2 BHK Flat->1080 sqft), (3 BHK Flat->1340 sqft), (3 BHK Flat->1390 sqft), (3 BHK Flat->1410 sqft) ",,"lat=12.906795,longt=77.54127"
"
Legacy Dimora
",Legacy Global Projects Pvt Ltd,"
in Jakkur
, Bangalore

 
","2750
sqft","₹
1.77 Cr","₹
6,436 per
sqft","
Description:


Legacy Dimora of Legacy Global Projects is located in Bangalore and is in close proximity to several prestigious gated communities, reputed schools and shopping malls. The project is well equipped with all modern amenities  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",40 Units ,3 Towers ,(3 BHK Flat->2750 sqft) ,,"lat=13.09584,longt=77.598915"
"
Renaissance Exotica
",Renaissance Holdings and Developers,"
in Jakkur
, Bangalore

 
","1368
sqft","₹
87.0 Lac","₹
6,360 per
sqft","
Description:


This flat is a 2 BHK , 1368 SQFT semi- furnished flat on the first floor of the complex, vastu compliant, East Facing, Great ventilation, Big Rooms, Morning and evening sunlight, Nicely located apartment with easy access to  



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",238 Units ,15 Towers ,"(2 BHK Flat->1368 sqft), (3 BHK Flat->1717 sqft), (3 BHK Flat->1719 sqft), (3 BHK Flat->1730 sqft) ",,"lat=13.09584,longt=77.598915"
"
Century Breeze
",Century Real Estate,"
in Jakkur
, Bangalore

 
","2423
sqft","₹
1.33 Cr","₹
5500 per
sqft","
Description:


FLOORING FINISHES Living, Dining, Bed rooms : Vitrified tiles flooring with skirting. Kitchen : Vitrified tiles. Utility : Ceramic tiles. Toilets : Antiskid ceramic tiles. Balconies : Antiskid ceramic tiles. Staircases  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",304 Units ,3 Towers ,"(2 BHK Flat->1279 sqft), (2 BHK Flat->1389 sqft), (3 BHK Flat->1761 sqft), (3 BHK Flat->1773 sqft), (3 BHK Flat->1858 sqft), (3 BHK Flat->1865 sqft), (3 BHK Flat->2423 sqft) ",,"lat=13.09584,longt=77.598915"
"
Skyline Beverly Park
",Skyline Construction,"
in Amrutahalli
, Bangalore

 
","1340
sqft","₹
77.0 Lac","₹
5,746 per
sqft","
Description:


This Unit measures 1340 Sq-ft is on level 4 of total 11 floors in building. This is a Unit in Skyline Beverly Park, Amrutahalli. With 2 room and 2 spacious bathrooms, the Unit is Semi-Furnished. The Unit offers parking your  



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",258 Units ,6 Towers ,"(2 BHK Flat->1340 sqft), (2 BHK Flat->1370 sqft), (2 BHK Flat->1690 sqft), (2 BHK Flat->1720 sqft), (3 BHK Flat->1780 sqft), (3 BHK Flat->1865 sqft) ",,"lat=13.09584,longt=77.598915"
"
Radiance Iris
",Radiance Realty,"
in Jakkur
, Bangalore

 
","1620
sqft","₹
1.05 Cr","₹
6,500 per
sqft","
Description:


Value for Money - Villa at Apartment Cost with Highend Specifications and 91% Carpet Area Inhouse Construction and Open Area 55% High end Amenities - Lavish Clubhouse 16,000 Sqft, Indoor Swimming Pool, Kids Play Area,  



",Under Construction,"
Possession in 2019
","
3 BHK
Villa

",77 Units ,,"(3 BHK Villa->1722 sqft), (3 BHK Villa->2221 sqft), (3 BHK Villa->2304 sqft), (3 BHK Villa->2297 sqft), (3 BHK Villa->2394 sqft), (3 BHK Villa->1620 sqft), (4 BHK Villa->2902 sqft) ",,"lat=13.09584,longt=77.598915"
"
DS Max Savera
",DS MAX Properties,"
in Uttarahalli
, Bangalore

 
","1098
sqft","₹
43.9 Lac","₹
3,998 per
sqft","
Description:


It is an airy & ventilated beautiful Unit in DS Max Savera, Uttarahalli. Offering 2 bedroom and 1 bathroom, the Unit is Unfurnished. Apart from great space, it has modern amenities like Swimming Pool, Reserved Parking, Power  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",86 Units ,1 Towers ,"(2 BHK Flat->1065 sqft), (2 BHK Flat->1068 sqft), (2 BHK Flat->1098 sqft), (2 BHK Flat->1255 sqft), (3 BHK Flat->1845 sqft), (3 BHK Flat->1881 sqft) ",,"lat=12.906795,longt=77.54127"
"
Aries Lakeview
",Citrus Ventures,"
in Jakkur
, Bangalore

 
","1288
sqft","₹
64.4 Lac","₹
4,999 per
sqft","
Description:


1. Ready to move in premium apartments in North Bangalore. 2. Close to serene Jakkur lake. 3. Well-developed social infrastructure and employment hubs such as Manyata Tech Park. Payment Plan :Pay Rs. 5 Lakh booking  



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",182 Units ,12 Towers ,"(2 BHK Flat->1195 sqft), (2 BHK Flat->1251 sqft), (2 BHK Flat->1288 sqft), (2 BHK Flat->1381 sqft), (3 BHK Flat->1399 sqft), (3 BHK Flat->1436 sqft), (3 BHK Flat->1437 sqft), (3 BHK Flat->2250 sqft), (Penthouse->2700 sqft), (4 BHK Penthouse->2600 sqft), (4 BHK Penthouse->2682 sqft), (4 BHK Penthouse->2750 sqft), (4 BHK Penthouse->2670 sqft) ",,"lat=13.09584,longt=77.598915"
"
DS Max Swastik
",DS Max Properties,"
in Uttarahalli
, Bangalore

 
","1010
sqft","₹
33.3 Lac","₹
3300 per
sqft","
Description:


Ready to move in. All the facilities included. 



",Ready To Move,"
Possession in 2018
","
2 BHK
Apartment

",128 Units ,2 Towers ,"(2 BHK Flat->958 sqft), (2 BHK Flat->1000 sqft), (2 BHK Flat->1010 sqft), (2 BHK Flat->1013 sqft), (2 BHK Flat->1020 sqft), (2 BHK Flat->1023 sqft), (2 BHK Flat->1026 sqft), (2 BHK Flat->1033 sqft), (2 BHK Flat->1040 sqft), (2 BHK Flat->1041 sqft), (2 BHK Flat->1044 sqft), (2 BHK Flat->1089 sqft), (2 BHK Flat->1092 sqft), (2 BHK Flat->1381 sqft), (3 BHK Flat->1226 sqft), (3 BHK Flat->1250 sqft), (3 BHK Flat->1255 sqft), (3 BHK Flat->1256 sqft), (3 BHK Flat->1267 sqft), (3 BHK Flat->1286 sqft), (3 BHK Flat->1300 sqft), (3 BHK Flat->1307 sqft), (3 BHK Flat->1310 sqft) ",,"lat=12.906795,longt=77.54127"
"
Avani Gardens
",Avani Builders,"
in Jakkur
, Bangalore

 
","1125
sqft","₹
41.6 Lac","₹
3,700 per
sqft","
Description:


Avani Gardens, Jakkur, Bangalore is Precisely planned for the Modern day city dweller, a pollution free living environment and wide open areas that offer not just the luxury of space, but peace of mind as well. The complex  



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",115 Units ,2 Towers ,"(2 BHK Flat->1125 sqft), (2 BHK Flat->1200 sqft), (2 BHK Flat->1205 sqft), (2 BHK Flat->1225 sqft), (2 BHK Flat->1230 sqft), (2 BHK Flat->1245 sqft), (2 BHK Flat->1265 sqft), (2 BHK Flat->1290 sqft), (2 BHK Flat->1305 sqft), (2 BHK Flat->1360 sqft), (3 BHK Flat->1405 sqft), (3 BHK Flat->1415 sqft), (3 BHK Flat->1430 sqft), (3 BHK Flat->1440 sqft), (3 BHK Flat->1505 sqft), (3 BHK Flat->1515 sqft), (3 BHK Flat->1525 sqft), (3 BHK Flat->1550 sqft) ",,"lat=13.09584,longt=77.598915"
"
Arvind Skylands
",Arvind SmartSpaces Limited,"
in Jakkur
, Bangalore

 
",,"₹
50.0 Lac",,"
Description:


It is a well-designed Home located in Arvind Skylands, Jakkur. 50 Lac is the expected price for the Home. Having 2 bedroom and 2 bathroom, the Home is Unfurnished. Each tower has 2 lifts for convienence. There is ample space  



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment
",417 Units ,11 Towers ,"(2 BHK Flat->751 sqft ), (2 BHK Flat->910 sqft ), (2 BHK Flat->911 sqft ), (2 BHK Flat->918 sqft ), (3 BHK Flat->1054 sqft ), (3 BHK Flat->1056 sqft ) ",,"lat=13.09584,longt=77.598915"
"
Century Celeste
",Century Group,"
in Jakkur
, Bangalore

 
","1775
sqft","₹
1.10 Cr","₹
6,197 per
sqft","
Description:


It is a well-designed spacious Flat situated in Century Celeste, Jakkur. Offering 3 bedroom along with 3 bathrooms, the Flat is Semi-Furnished. 1. 10 Cr is the expected price of the Flat. This Flat has an area of 1775 Sq-ft  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",146 Units ,2 Towers ,"(2 BHK Flat->1089 sqft), (2 BHK Flat->1272 sqft), (2 BHK Flat->1324 sqft), (2 BHK Flat->1330 sqft), (2 BHK Flat->1370 sqft), (3 BHK Flat->1630 sqft), (3 BHK Flat->1718 sqft), (3 BHK Flat->1775 sqft), (3 BHK Flat->1795 sqft) ",,"lat=13.09584,longt=77.598915"
"
Pride Springfields
",Pride Group,"
in Uttarahalli
, Bangalore

 
","929
sqft","₹
52.0 Lac","₹
5,597 per
sqft","
Description:


This Apartment measures 929 Sq-ft is on 5 floor of total 11 floors in building. This is a beautiful Apartment in Pride Springfields, Uttarahalli. Featuring 2 bedroom and 2 bathroom, this Apartment is Semi-Furnished. Around  



",Ready To Move,"
Possession in 2018
","
2 BHK
Apartment

",456 Units ,5 Towers ,"(2 BHK Flat->929 sqft), (3 BHK Flat->1278 sqft) ",,"lat=12.906795,longt=77.54127"
"
Prestige Lake Ridge
",Prestige Group,"
in Uttarahalli
, Bangalore

 
","1137
sqft","₹
56.7 Lac","₹
4,989 per
sqft","
Description:


There are several Prestige Lake Ridge amenities on offer for residents including a banquet hall, indoor games, car parking facilities, library, spa, indoor sports court, amphitheatre, TV room, premium club house and 24 hour  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",1119 Units ,12 Towers ,"(1 BHK Flat->661 sqft), (2 BHK Flat->1137 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1159 sqft), (2 BHK Flat->1345 sqft), (2 BHK Flat->1358 sqft), (2 BHK Flat->1367 sqft), (3 BHK Flat->1571 sqft), (3 BHK Flat->1745 sqft), (3 BHK Flat->1750 sqft) ",,"lat=12.906795,longt=77.54127"
"
Brigade Northridge
",Brigade Group,"
in Jakkur
, Bangalore

 
","1610
sqft","₹
1.0 Cr","₹
6240 per
sqft","
Description:


The Project is a perfect area for experts from distinctive strolls of life and groups of all sizes. The vital area of this property helps; Kogilu Cross is the middle for some legislature commercial ventures/associations and  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",600 Units ,7 Towers ,"(2 BHK Flat->1230 sqft), (2 BHK Flat->1290 sqft), (3 BHK Flat->1610 sqft), (3 BHK Flat->1660 sqft), (3 BHK Flat->1710 sqft), (3 BHK Flat->1760 sqft), (3 BHK Flat->1880 sqft) ",,"lat=13.09584,longt=77.598915"
"
Sobha HRC Pristine
",Sobha Limited,"
in Jakkur
, Bangalore

 
","1932
sqft","₹
1.65 Cr","₹
8556 per
sqft","
Description:


Tucked away in the bustling cityscape of Jakkur, SOBHA HRC Pristine is very close to Kempegowda International Airport, IT hubs, world-class hospitals, international schools and leisure avenues. The newest residential  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",381 Units ,5 Towers ,"(2 BHK Flat->1452 sqft), (2 BHK Flat->1459 sqft), (3 BHK Flat->1802 sqft), (3 BHK Flat->1819 sqft), (3 BHK Flat->1886 sqft), (3 BHK Flat->1932 sqft), (3 BHK Flat->1950 sqft), (4 BHK Flat->2252 sqft), (4 BHK Penthouse->3595 sqft), (4 BHK Penthouse->4112 sqft), (4 BHK Villa->2424 sqft), (4 BHK Villa->3508 sqft), (4 BHK Penthouse->3588 sqft) ",,"lat=13.09584,longt=77.598915"
"
Shivaganga Opera
",Shivaganga Infra,"
in Basavanagudi
, Bangalore

 
","1415
sqft","₹
1.16 Cr","₹
8200 per
sqft","
Description:


Dicount upto 200/-Per Sqft Till This Month. GOOD NEWS: GRANITE FLOORING SG OPERA is located at Basavangudi .Near to Hanumanth  



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",,,(3 BHK Flat->1415 sqft) ,,"lat=12.950536,longt=77.56588"
"
Nisarga Hi Tech Layout
",,"
in Hoskote
, Bangalore
","2400
sqft","₹
72.0 Lac","₹
3000 per
sqft","
Description:


60x40 residential plot for sale in Hoskote Nisarga Hitech Layout. 



",Ready To Move,"
Ready To Move
","
Plot

",900 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->1650 sqft), (Residential Plot->2400 sqft) ",,"lat=13.070224,longt=77.9694"
"
BRV Nanda Gokula
",,"
in Hoskote
, Bangalore
","1200
sqft","₹
12.0 Lac","₹
1,000 per
sqft","
Description:


Residential plot is available for sale. It has plot area of 1200 sq-feet. Up-to 75 percent loan is available from banks. It has amenities like 30 black top roads, individual water connection, electricity, avenue plantation  



",Ready To Move,"
Ready To Move
","
Plot

",,,(Residential Plot->1200 sqft) ,,"lat=13.070224,longt=77.9694"
"
Machani Ananda
",Machani Group,"
in Basavanagudi
, Bangalore

 
","2748
sqft","₹
4.50 Cr","₹
16,376 per
sqft","
Description:


Ananda is a community centred on traditional Indian value systems. That said, technology is integrated into the community to facilitate the facets of modern living. We understand that the families belonging of the community  



",Under Construction,"
Possession in 2018
","
4 BHK
Apartment

",132 Units ,2 Towers ,"(4 BHK Flat->2602 sqft), (4 BHK Flat->2645 sqft), (4 BHK Flat->2748 sqft), (4 BHK Flat->2777 sqft) ",,"lat=12.950536,longt=77.56588"
"
Koncept Nakshathra
",Koncept Group,"
in Nagarbhavi
, Bangalore

 
","1190
sqft","₹
63.0 Lac","₹
5294 per
sqft","
Description:


This spacious Apartment is on floor 7 of 9 and is built up in 1190 Sq-ft. This is a well apppointed spacious Apartment situated in Koncept Nakshathra, Arunachalam Layout. Around 63 Lac is the value of Apartment. Offering 2  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",80 Units ,1 Towers ,"(2 BHK Flat->1140 sqft), (2 BHK Flat->1170 sqft), (2 BHK Flat->1190 sqft), (2 BHK Flat->1235 sqft), (2 BHK Flat->1260 sqft), (3 BHK Flat->1505 sqft), (3 BHK Flat->1785 sqft) ",,"lat=12.961968,longt=12.961968"
"
Sizzle Gold Coast
",,"
in Hoskote
, Bangalore
","1200
sqft","₹
15.0 Lac","₹
1,250 per
sqft","
Description:


Residential plot is available for sale. It is located in good developing area. The location of Gold Coast plotted layout is midpoint between Whitefield, Hoskote and Sarjapur. It has an excellent connectivity by a Six Lane  



",Ready To Move,"
Ready To Move
","
Plot

",,,(Residential Plot->1200 sqft) ,,"lat=13.070224,longt=77.9694"
"
Definer Serene Drive
",DeFiner Group,"
in Hoskote
, Bangalore

 
","900
sqft","₹
28.0 Lac","₹
3,111 per
sqft","
Description:


The Value for this Flat is 28 Lac. It has 900 Sq-ft area for use. This is a 2 BHK flat in Hoskote. It lies on 2 level of the 4 floors and is well ventilated. The Flat has 2 bathroom and has 3 balconies. 



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",132 Units ,2 Towers ,"(1 BHK Flat->532 sqft), (2 BHK Flat->900 sqft), (3 BHK Flat->1225 sqft) ",,"lat=13.070224,longt=77.9694"
"
Madhumitra Phase 2
",Avventura Properties,"
in Jigani
, Bangalore

 
","1200
sqft","₹
25.5 Lac","₹
2,125 per
sqft","
Description:


It's a plot spread over an area of 1200 Sq-ft. It overlooks Garden/Park , Main Road and faces East direction. Additionally, the plot has boundary walls and is in a gated community. The plot is 1 sides open. The width of  



",Ready To Move,"
Under Construction
","
Plot

",172 Units ,3 Towers ,"(Residential Plot->900 sqft), (Residential Plot->1020 sqft), (Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->2400 sqft) ",,"lat=12.748656,longt=77.664314"
"
Lakshh Exotica
",Lakshh Infrastructuress,"
in Nagarbhavi
, Bangalore

 
","1199
sqft","₹
42.5 Lac","₹
3,542 per
sqft","
Description:


Lakshh Excotica is ideally located on Nagara Bhavi ,Mallathalli,road,west Bangalore.it is close to well developed areas like D group, Raily Layout, Annapurneshwari Layout, NGF layout, Upkar Layout, and Visweshwaraiah Layout,  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",16 Units ,2 Towers ,"(2 BHK Flat->1141 sqft), (2 BHK Flat->1162 sqft), (2 BHK Flat->1199 sqft), (3 BHK Flat->1227 sqft) ",,"lat=12.961968,longt=12.961968"
"
Venus County
",Aashrithaa Properties Developers,"
in Jigani
, Bangalore

 
","1500
sqft","₹
26.9 Lac","₹
1795 per
sqft","
Description:


1500 Sq-ft Residential Plot is available for Sale in Jigani, Bangalore for 26.92 Lac(s) 



",Ready To Move,"
Under Construction
","
Plot

",762 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->1500 sqft), (Residential Plot->2000 sqft), (Residential Plot->2400 sqft) ",,"lat=12.748656,longt=77.664314"
"
Pruthvi Greenfields
",Pruthvi Builders And Developers,"
in Jigani
, Bangalore

 
","1500
sqft","₹
22.1 Lac","₹
1,475 per
sqft","
Description:


Pruthvi Greenfields is located in Jigani, Bangalore. APC Circle is just 3 Km from the project and about 9 Km from Bommsandra Industrial Area. Pruthvi Greenfields is BMRDA approved project with an extent of 10 acres gated  



",Under Construction,"
Under Construction
","
Plot

",86 Units ,86 Towers ,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft) ",,"lat=12.748656,longt=77.664314"
"
Akruthi Green Woods
",BSR Developers,"
in Jigani
, Bangalore

 
","1200
sqft","₹
21.0 Lac","₹
1,750 per
sqft","
Description:


Selling my 30*40 Site in BSR Akruthi Green woods Phase 1. This property is well developed ans has BMRDA Approvals. It has near by Schools and colleges.Just 2 KM from APC Circle in Jigani Selling due to buying villa in my  



",Ready To Move,"
Under Construction
","
Plot

",942 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->2400 sqft) ",,"lat=12.748656,longt=77.664314"
"
Aamby City
",Ambience Projects,"
in Hoskote
, Bangalore

 
","1500
sqft","₹
28.0 Lac","₹
1866 per
sqft","
Description:


Come and invest in this Residential Plot, situated in Aamby City, Hoskote, Bangalore. Affordably priced, this plot is spanning across an area of 1500sqft and is a great investment deal for any family planning to construct  



",Under Construction,"
Ready To Move
","
Plot

",852 Units ,,"(Residential Plot->1500 sqft), (Residential Plot->2000 sqft), (Residential Plot->2400 sqft), (Residential Plot->4000 sqft) ",,"lat=13.070224,longt=77.9694"
"
Venus County Premium
",Aashrithaa Properties Pvt. Ltd.,"
in Jigani
, Bangalore

 
","1250
sqft","₹
22.4 Lac","₹
1,795 per
sqft","
Description:


Residential plot is available for sale. It has a plot area of 1250 sq-ft. Please contact for more details. 



",Under Construction,"
Under Construction
","
Plot

",,,"(Residential Plot->1200 sqft), (Residential Plot->1250 sqft), (Residential Plot->1500 sqft) ",,"lat=12.748656,longt=77.664314"
"
Abhi Sai Santrupthi
",Sairam Constructions,"
in Nagarbhavi
, Bangalore

 
","1084
sqft",,,"
Description:


Sited in the place which is between Mysore road and Magadi road, is a 2 BHK flat measuring 1084 sq ft is available for for sale in 'Abhi Sai Santrupthi', by Sairam Constructions located in Nagarbhavi Stage 2, Bangalore.  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",70 Units ,2 Towers ,"(2 BHK Flat->1084 sqft), (2 BHK Flat->1128 sqft), (2 BHK Flat->1176 sqft), (2 BHK Flat->1225 sqft), (2 BHK Flat->1286 sqft), (2 BHK Flat->1408 sqft), (3 BHK Flat->1626 sqft), (3 BHK Flat->1665 sqft) ",,"lat=12.961968,longt=12.961968"
"
Akshaya Quietlands
",Akshaya Estates,"
in Jigani
, Bangalore

 
","4000
sqft","₹
76.0 Lac","₹
1,900 per
sqft","
Description:


Residential plot is available for sale. It has plot area 4000 sq-ft from Akshaya Quietlands, about the project the vision for a quality development created in 56 acres of plot, a club house in a lush tropical garden setting  



",Ready To Move,"
Under Construction
","
Plot

",762 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->2200 sqft), (Residential Plot->2400 sqft), (Residential Plot->3750 sqft), (Residential Plot->4000 sqft) ",,"lat=12.748656,longt=77.664314"
"
Lotus Ecstasy
",Lotus Luxury Homes,"
in Singasandra
, Bangalore

 
","813
sqft","₹
32.6 Lac","₹
4,006 per
sqft","
Description:


Dear sir/madam, this apartment located in prime location in singasandra, it is very near to all places like silkboard and electronic city, 150 meter from singasandra busstop and hosur main road, quality of construction is  



",Ready To Move,"
Ongoing
","
2 BHK
Apartment

",95 Units ,3 Towers ,"(2 BHK Flat->813 sqft), (2 BHK Flat->1029 sqft), (2 BHK Flat->1035 sqft), (2 BHK Flat->1053 sqft), (3 BHK Flat->1350 sqft), (3 BHK Flat->1380 sqft), (3 BHK Flat->1450 sqft) ",,"lat=12.940357,longt=77.49364"
"
Misty Winds
",CMRS Group,"
in Hoskote
, Bangalore

 
","655
sqft","₹
21.6 Lac","₹
3,304 per
sqft","
Description:


Located strategically in the heart of Neo Bangalore, Hoskote, CMRS Misty Winds is just a kilometer away from the NH 4 that connects Bangalore to Chennai. A twenty minute drive along the six lane highway brings you to the  



",Under Construction,"
Ready To Move
","
1 BHK
Apartment

",220 Units ,,"(1 BHK Flat->655 sqft), (2 BHK Flat->915 sqft), (2 BHK Flat->1050 sqft), (2 BHK Flat->1064 sqft), (3 BHK Flat->1220 sqft), (3 BHK Flat->1390 sqft) ",,"lat=13.070224,longt=77.9694"
"
Yuva Eka
",Yuva Infra Builders Pvt. Ltd. ,"
in Singasandra
, Bangalore

 
","1410
sqft","₹
59.2 Lac","₹
4200 per
sqft","
Description:


It is a well-designed Home built in Yuva Eka, Singasandra. The Home is on Freehold and is approved by Bangalore Development Authority. Each tower offers 2 lifts. Around 44. 1 Lac is the price of the Home. Vitrified used as  



",Ongoing,"
Ongoing
","
3 BHK
Apartment

",84 Units ,2 Towers ,"(2 BHK Flat->1140 sqft), (2 BHK Flat->1160 sqft), (2 BHK Flat->1170 sqft), (3 BHK Flat->1320 sqft), (3 BHK Flat->1325 sqft), (3 BHK Flat->1410 sqft) ",,"lat=12.940357,longt=77.49364"
"
Nadaprabhu Kempegowda Layout
",,"
in Kengeri
, Bangalore
","1200
sqft","₹
31.2 Lac","₹
2,600 per
sqft","
Description:


Length & breadth dimensions are : 30 X 40 Sq-ft for this Residential Plot.  



",Under Construction,"
Possession in 2019
","
Plot

",,,(Residential Plot->1200 sqft) ,,"lat=12.923826,longt=77.47447"
"
Eagleton Golf
",,"
in Kengeri
, Bangalore
","9600
sqft","₹
2.01 Cr","₹
2,100 per
sqft","
Description:


Eagleton Golf, is a sprawling luxury enclave of magnificent Plots in Bangalore, elevating the contemporary lifestyle. These Residential Apartments in Bangalore offers you the kind of life that rejuvenates you, the one that  



",Ready To Move,"
Possession in 2019
","
Plot

",,,(Residential Plot->9600 sqft) ,,"lat=12.923826,longt=77.47447"
"
Nandi Deepa
",,"
in Hulimavu
, Bangalore
","1320
sqft","₹
59.0 Lac","₹
4469 per
sqft","
Description:


1st Floor ,North Facing, 1320 sqft area 805.46 sqft undivided share in land. 2 Balcony covered with removable alluminium grills 3 Bed Rooms + 1 study/pooja room 2 Bathroom 1 Car parking Kitchen - Fully furnished  



",Ready To Move,"
Possession in 2018
","
3 BHK
Apartment

",,,(3 BHK Flat->1320 sqft) ,,"lat=12.880167,longt=77.5937"
"
BDA Layout at Kengeri
",Nava Nakshatra Homes,"
in Kengeri
, Bangalore

 
","1200
sqft","₹
30.0 Lac","₹
2,500 per
sqft","
Description:


Ideal property, if you are looking to make your dream house. Available here is a Residential Plot in Kengeri, Bangalore for immediate sale. It is one of the prime neighbourhoods. It is an excellent oppportunity for  



",Ready To Move,"
Possession in 2019
","
Plot

",330 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->2000 sqft), (Residential Plot->2400 sqft), (Residential Plot->3040 sqft), (Residential Plot->3050 sqft), (Residential Plot->4060 sqft) ",,"lat=12.923826,longt=77.47447"
"
Prestige North Point
",Prestige Group,"
in Kammanahalli
, Bangalore

 
","1971
sqft","₹
1.58 Cr","₹
8,016 per
sqft","
Description:


This is a Flat situated in Prestige North Point, Kammanahalli. This Flat is built up in 1971 Sq-ft on floor 11 of total 17 floors. Around 1. 58 Cr is the price for the Flat. Having 3 bedroom and 3 spacious bathrooms, the  



",Under Construction,"
Possession in 2019
","
3 BHK
Apartment

",184 Units ,1 Towers ,"(2 BHK Flat->1252 sqft), (2 BHK Flat->1253 sqft), (2 BHK Flat->1296 sqft), (2 BHK Flat->1429 sqft), (2 BHK Flat->1437 sqft), (3 BHK Flat->1758 sqft), (3 BHK Flat->1763 sqft), (3 BHK Flat->1793 sqft), (3 BHK Flat->1971 sqft) ",,"lat=13.016793,longt=77.63731"
"
Apas Valmark
",Valmark Group,"
in Hulimavu
, Bangalore

 
","3560
sqft","₹
3.18 Cr","₹
8,933 per
sqft","
Description:


The Home features 5 bathroom and also has 3 balconies. This one is a 4 BHK flat in Apas Valmark, Hulimavu. The project has 2 lift in each tower. . It is constructed in an area of 3560 Sq-ft. It is also facilitated with Puja  



",Ongoing,"
Possession in 2018
","
4 BHK
Apartment

",1122 Units ,1 Towers ,"(3 BHK Flat->3035 sqft), (3 BHK Flat->3170 sqft), (4 BHK Flat->3375 sqft), (4 BHK Flat->3560 sqft) ",,"lat=12.880167,longt=77.5937"
"
VBHC Bangalore Kengeri
",Value and Budget Housing Corporation Pvt Ltd.,"
in Kengeri
, Bangalore

 
","750
sqft","₹
27.0 Lac","₹
3,600 per
sqft","
Description:


The Price for the Apartment is fixed at 27 Lac. Overlooking the garden this Apartment offers all amenities like Swimming Pool, Reserved Parking, Lift, Power Back Up and Security. The society offers 2 lift in the tower. . It  



",Ongoing,"
Possession in 2019
","
2 BHK
Apartment

",208 Units ,2 Towers ,(2 BHK Flat->750 sqft) ,,"lat=12.923826,longt=77.47447"
"
BM PRISTINE
",BM Developers,"
in Gunjur
, Bangalore

 
","1550
sqft","₹
68.0 Lac","₹
4,387 per
sqft","
Description:


This Home has an area of 1550 Sq-ft is on 4th floor of total 7 floors in building. There is space for car parking. Flooring made of Vitrified. The Home is on Freehold and approved by Bruhat Bengaluru Mahanagara Palike. The  



",Under Construction,"
Under Construction
","
3 BHK
Apartment

",225 Units ,7 Towers ,"(2 BHK Flat->1095 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1165 sqft), (2 BHK Flat->1180 sqft), (2 BHK Flat->1185 sqft), (2 BHK Flat->1190 sqft), (2 BHK Flat->1205 sqft), (2 BHK Flat->1235 sqft), (2 BHK Flat->1240 sqft), (2 BHK Flat->1245 sqft), (2 BHK Flat->1250 sqft), (2 BHK Flat->1255 sqft), (2 BHK Flat->1320 sqft), (2 BHK Flat->1365 sqft), (3 BHK Flat->1390 sqft), (3 BHK Flat->1515 sqft), (3 BHK Flat->1535 sqft), (3 BHK Flat->1550 sqft), (3 BHK Flat->1595 sqft), (3 BHK Flat->1615 sqft), (3 BHK Flat->1635 sqft) ",,"lat=12.918465,longt=77.73058"
