project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Suavity Otium,By Suavity Projects in Akshayanagar,Akshayanagar,1403 - 1464 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														59.62L  - 62.22L 							",,Ready-to-move,,,
Kristal Amethyst,By Kristal Group in Sarjapur Road,Sarjapur Road,1750 - 2400 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.58Cr  - 2.18Cr 							",,Ongoing,Possession: Nov-2018,,
Skanda Moksh,By Skanda Buildtech Pvt Ltd in Balagere,Balagere,5000 - 6300 sq.ft,"
								4 BHK Villa
								Availability*: Sold out
							","
														 
														4.35Cr  - 5.48Cr 							",,Ready-to-move,,,
Vishwam Inside Out,By Vishwam Projects in Sarjapur Road,Sarjapur Road,2356 - 2596 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.44Cr  - 1.59Cr 							",,Ready-to-move,,,
Skanda Avani C99,By Skanda Shelters  in Sarjapur Road,Sarjapur Road,3007 - 3142 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.65Cr  - 1.72Cr 							",,Ongoing,Possession: Dec-2017,Launched: May-2015,
Vaishnavi Commune,By Vaishnavi Group in Off Sarjapur road,Off Sarjapur road,3985 - 4192 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														3.18Cr  - 3.35Cr 							",,Ready-to-move,Possession: Mar-2016,Launched: Mar-2013,
Confident Rigel Villa,By Confident Group in Sarjapur Road,Sarjapur Road,3000 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.64Cr 							",,Ready-to-move,,,
Skanda Nirvana,By Skanda Buildtech Pvt Ltd in Marathahalli,Marathahalli,2600 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.34Cr 							",,Ongoing,Possession: Dec-2017,,
AV Serene Street,By  in Sarjapur Road,Sarjapur Road,2600 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.35Cr 							",,Ongoing,Possession: Dec-2017,,
The Gran Carmen Address,By The Address Makers in Sarjapur Road,Sarjapur Road,5000 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														5Cr 							",,Ready-to-move,,, REGISTRATION NO. PR/KN/170731/000379
Heritage Noahs Ark,By Heritage Homes in Sarjapur Road,Sarjapur Road,2501 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														9.97Cr 							",,Ready-to-move,Possession: Oct-2015,,
CMRS Budgeted Villas,By CMRS Group in Sarjapur Road,Sarjapur Road,,"
								 Villa
								Availability*: Yes
							","
														NA							",,Upcoming,,,
Innovative Oak Garden,By Innovative Groups in Bhoganhalli,Bhoganhalli,1170 - 1638 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.80L  - 65.52L 							",,Ready-to-move,,,
Total Environment After The Rain,By Total Environment Building Systems Private Limited in Yelahanka,Yelahanka,3310 - 5120 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														3.95Cr  - 6.11Cr 							",,Ongoing,Possession: May-2018,, REGISTRATION NO. PR/KN/170731/000483
Alisha Monte Carlo,By Alisha Projects Pvt Ltd in Yelahanka,Yelahanka,1860 - 1890 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														75.33L  - 76.54L 							",,Ready-to-move,,,
Mahaveer Celesse,By Mahaveer Group in Bellary Road,Bellary Road,1365 - 1599 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														77.51L  - 92.78L 							",,Ongoing,Possession: Jun-2020,Launched: Mar-2016, REGISTRATION NO. PR/KN/170730/000415
Commanders Glory,By Jupiter Infrastructure Pvt Ltd. in Jalahalli West,Jalahalli West,985 - 1010 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														35.46L  - 36.36L 							",,Ready-to-move,,,
Prabhavathi Palm,By Prabhavathi Builders in Yelahanka,Yelahanka,1120 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														36.96L 							",,Ready-to-move,,,
Balaji Nest,By  in Amrutha Halli,Amrutha Halli,1290 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
GR Commanders City,By GR Group in Yelahanka,Yelahanka,1709 sq.ft,"
								3.5 BHK Apartment
								Availability*: Yes
							","
														 
														48.70L 							",,Ongoing,,,
Donata County,By Donata Developers in Jalahalli West,Jalahalli West,3400 - 3645 sq.ft,"
								5 BHK RowHouse
								Availability*: Yes
							","
														 
														2.55Cr  - 2.73Cr 							",,Ready-to-move,,,
Prestige Kensington Gardens,By Prestige Group in Jalahalli West,Jalahalli West,1887 - 1938 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.58Cr  - 1.62Cr 							",,Ready-to-move,,,
Kumar Princetown,By Kumar Properties in Jalahalli West,Jalahalli West,1870 - 2280 sq.ft,"
								3.5 BHK Apartment
								Availability*: Yes
							","
														 
														92.32L  - 1.12Cr 							",,Ready-to-move,,,
Orange Ville,By Sri Devi Builders and Promoters in Jalahalli West,Jalahalli West, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Samaya Sonata,By Samaya Structures in Hesaraghatta,Hesaraghatta,1230 - 1535 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														36.90L  - 46.05L 							",,Ready-to-move,Possession: Sep-2015,,
Baldota Thumbprint Villas,By Baldota Brothers in Vidyaranyapura,Vidyaranyapura,1760 - 2083 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.20Cr  - 1.42Cr 							",,Ready-to-move,,,
Salarpuria Sattva Laurel Heights,By Salarpuria Sattva Group in Hesaraghatta,Hesaraghatta,1240 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														81.83L 							",,Ongoing,Possession: Mar-2018,Launched: Nov-2014,
DS Max Silver Nest,By DS MAX Properties Pvt. Ltd. in Jalahalli West,Jalahalli West,1440 - 1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														40.32L  - 42L 							",,Ready-to-move,,,
SMR Vinay Estella,By SMR Holdings in MS Palya,MS Palya,,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														73.72L  - 91.87L 							",,Ongoing,Possession: Aug-2019,Launched: Jan-2017, REGISTRATION NO. PR/KN/170805/001130
Vishweshwaraiah Enclave,By Paschim Developers And Constructions in Abbigere,Abbigere,1850 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Gravity Temple Bell,By Gravity Homes Pvt Ltd in MS Palya,MS Palya,1150 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														41.80L 							",,Ready-to-move,Possession: Oct-2015,Launched: May-2014,
SLV Suhas Celestia,By SLV Structures in Abbigere,Abbigere,1215 - 1465 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														36.45L  - 43.95L 							",,Ready-to-move,,,
Divya JSR Limelite,By Divya Infra Properties Pvt Ltd in Abbigere,Abbigere,1226 - 1331 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55.15L  - 59.90L 							",,Ongoing,Possession: Aug-2017,Launched: Jun-2013, REGISTRATION NO. PR/KN/170731/000567
Neeraj Apartments,By  in Abbigere,Abbigere,767 - 787 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														26L  - 26.67L 							",,Ready-to-move,,,
SLV Sapphire,By SLV Structures in Abbigere,Abbigere,1256 - 1570 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														38.93L  - 48.67L 							",,Ready-to-move,,,
Landmark Dreamz,By The Landmark Group in Abbigere,Abbigere,940 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														35.72L 							",,Ongoing,Possession: Dec-2017,,
Charigan JC Nest 1,By Charigan Group in Abbigere,Abbigere,960 - 1180 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38L  - 46.71L 							",,Ready-to-move,,,
DS MAX Smart Nest,By DS MAX Properties Pvt. Ltd. in Abbigere,Abbigere,1315 - 1326 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														35.50L  - 35.80L 							",,Ongoing,Possession: Jun-2018,Launched: Oct-2015,
Adithi Padmashree,By  in Abbigere,Abbigere,1004 - 1205 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														35.14L  - 42.17L 							",,Ongoing,Possession: Aug-2017,,
Shree Balaji Residency,By  in Abbigere,Abbigere,1040 - 1060 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														45L  - 48L 							",,Ready-to-move,Possession: Aug-2016,,
DS Max Splendor Homes,By DS MAX Properties Pvt. Ltd. in Abbigere,Abbigere,952 - 1026 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														27.60L  - 29.75L 							",,Ongoing,Possession: Jun-2019,,
JK Suchiraa Villas,By JK Developers in Abbigere,Abbigere,2185 - 2712 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.14Cr  - 1.42Cr 							",,Ongoing,Possession: Dec-2017,,
Cynosure Jyothi Woods,By Cynosure Homez in AECS Layout,AECS Layout,3500 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														3.15Cr 							",,Ongoing,Possession: Jun-2018,,
CMRS Ritz Boulevard,By CMRS Group in AECS Layout,AECS Layout,1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.12L 							",,Ready-to-move,,,
CMRS Sai Flora,By CMRS Group in AECS Layout,AECS Layout,1010 - 1212 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														40.40L  - 48.48L 							",,Ready-to-move,,,
Eminent Lakshmi Homes,By  in AECS Layout,AECS Layout,1180 - 1280 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														44.84L  - 48.64L 							",,Ready-to-move,,,
CMRS Sai Dham,By CMRS Group in AECS Layout,AECS Layout,1381 - 1386 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.18L  - 63.40L 							",,Ready-to-move,,,
Vaswani Bel Air,By Vaswani Group in AECS Layout,AECS Layout, sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
CMRS Sai Dale,By CMRS Group in AECS Layout,AECS Layout,1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63L 							",,Ready-to-move,,,
Putha Ananda Nilaya,By Putha Builders And Developers in AECS Layout,AECS Layout,1610 - 1715 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														73.65L  - 78.46L 							",,Ready-to-move,,,
Arka Shine,By  in AECS Layout,AECS Layout,1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Shraddha Brindavan,By  in AECS Layout,AECS Layout,1330 - 1400 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														80.79L  - 85.05L 							",,Ready-to-move,,,
Srushti Nivas,By  in AECS Layout,AECS Layout,1000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
RIddhimaan Urban Flora,By Riddhimaan Buildcon in AECS Layout,AECS Layout,1446 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														88.92L 							",,Ready-to-move,,,
Sai Brindavan,By Sri Sai Srinivasa Builders and Land Developers in AECS Layout,AECS Layout,1656 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.21L 							",,Ready-to-move,,,
Saranya G M Paradise,By Saranya Constructions in AECS Layout,AECS Layout,1309 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.97L 							",,Ready-to-move,,,
Gaurav Neev,By SPT Group in AECS Layout,AECS Layout,1150 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														70L 							",,Ongoing,Possession: Sep-2018,,
Grand Sai Gowri,By Grand Vault Group in AECS Layout,AECS Layout,1119 - 1243 sq.ft,"
								2 BHK Apartment
								Availability*: Sold out
							","
														 
														51.19L  - 56.86L 							",,Ready-to-move,,,
CMRS Ivory Residency,By CMRS Enterprises in AECS Layout,AECS Layout,1824 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														71.13L 							",,Ready-to-move,,,
Lavanya May Flower Residency,By Laavanya Associates in AECS Layout,AECS Layout,1375 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														50.53L 							",,Ready-to-move,,,
Vaikuntam Layout,By Meghana Homes Pvt Ltd in AECS Layout,AECS Layout,750 sq.ft,"
								1.5 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Bindu Royale Apartment,By  in AECS Layout,AECS Layout,1150 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
CMRS Pheonix Boulevard,By CMRS Group in AECS Layout,AECS Layout,1476 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														64.20L 							",,Ready-to-move,,,
Rajeshwari Enclave,By  in AECS Layout,AECS Layout,1074 - 1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														68.46L  - 76.50L 							",,Ready-to-move,,,
Heritage 7,By  in AECS Layout,AECS Layout,1196 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														51.12L 							",,Ready-to-move,,,
Akash Heritage X,By Akash Homes in AECS Layout,AECS Layout,1550 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														74.40L 							",,Ready-to-move,,,
Saideep Hulas,By  in Old Madras Road,Old Madras Road,1660 - 1710 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														66.40L  - 68.40L 							",,Ongoing,Possession: Aug-2018,Launched: Mar-2015, REGISTRATION NO. PR/KN/170802/000774
CMRS Radhakrishna Enclave,By CMRS Group in AECS Layout,AECS Layout,1548 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														70.82L 							",,Ready-to-move,,,
Neha Sadan,By Neha Group in AECS Layout,AECS Layout,1298 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.43L  - 49L 							",,Ready-to-move,,,
Skylark Arcadia Phase I,By Skylark Mansions Pvt Ltd in Whitefield,Whitefield,5200 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														4Cr 							",,Ready-to-move,,, REGISTRATION NO. PR/KN/170729/000194
Saroj Aquila,By Saroj Group in AECS Layout,AECS Layout,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														67.20L 							",,Ready-to-move,,,
Sai Ragh Sarovar,By  in AECS Layout,AECS Layout,1080 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
